alinea,alinea1,alinea2,article,auteur,auteurType,book,chapter,code-part,etat,groupePolitique,law,lawType,paragraph,section,section1,sentence,sort,text,texteLegislatifUid,title,uid,year
I order: 1,,,,Fiat Caroline,Député,,,,,FI,,,,,,,Rejeté,Le I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001821,2020
,,,,Fiat Caroline,Député,,,,,FI,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001821,2020
,,,,Cinieri Dino,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001822,2020
,,,575,Cinieri Dino,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001822,2020
,,,575,Cinieri Dino,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001822,2020
,,,,Cinieri Dino,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001822,2020
,,,,Bouyx Bertrand,Député,,,,,LaREM,,,,,,1,Non soutenu,la première phrase,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001831,2020
2,,,,Viry Stéphane,Député,,,,,LR,,,,,,1,Rejeté,la première phrase du deuxième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001834,2020
,,,,Viry Stéphane,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001834,2020
a order: a,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b, c, d et e",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
b order: b,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b, c, d et e",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
c order: c,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b, c, d et e",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
d order: d,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b, c, d et e",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
e order: e,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b, c, d et e",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
a order: a,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b et c",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
b order: b,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b et c",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
c order: c,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"aux a, b et c",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
d order: d,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,aux d et e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
e order: e,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,aux d et e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001840,2020
III order: 3,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,le III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001843,2020
III order: 3,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,au III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001843,2020
I order: 1,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001843,2020
II order: 2,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Non soutenu,au II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001845,2020
,,,,Viry Stéphane,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Non soutenu,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001845,2020
I order: 1,,,indirect: (relative: 0),Viry Stéphane,Député,,,,,LR,,,,,,,Non soutenu,au I du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001845,2020
,,,,Firmin Le Bodo Agnès,Député,Ier,Ier,indirect: 1,,Agir ens,code général des impôts,code,,VI,,,Non soutenu,La section VI du chapitre Ier du titre III de la première partie du livre Ier du code général des impôts,PRJLANR5L15B3397,III,AMANR5L15PO717460B3397P0D1N001850,2020
1° order: 1,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,Le 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001852,2020
III order: 3,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001852,2020
I order: 1,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001852,2020
I order: 1,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001852,2020
,,,575,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001852,2020
,,,575 A,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001852,2020
,,,,Fiat Caroline,Député,,,,,FI,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001856,2020
1,,,,Fiat Caroline,Député,,,,,FI,,,,,,,Rejeté,au premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001856,2020
,,,,Fiat Caroline,Député,,,,,FI,code de la santé publique,code,,,,,Rejeté,du code de la santé publique ou aux deux premiers alinéas,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001856,2020
indirect: 1,,,,Fiat Caroline,Député,,,,,FI,,,,,,,Rejeté,du code de la santé publique ou aux deux premiers alinéas,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001856,2020
,,,,Fiat Caroline,Député,,,,,FI,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001856,2020
indirect: (relative: 0),,,,Fiat Caroline,Député,,,,,FI,,,,,,,Rejeté,au même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001856,2020
,,,indirect: (relative: 0),Fiat Caroline,Député,,,,,FI,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001856,2020
VI order: 6,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,Le VI,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
5° order: 5,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,Le 5°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
I order: 1,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
III order: 3,,,indirect: (relative: 0),Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
IV order: 4,,,indirect: (relative: 0),Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
V order: 5,,,indirect: (relative: 0),Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
d order: d,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,au d et au e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
e order: e,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,au d et au e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
,,,,Viry Stéphane,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
4° order: 4,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,du 4°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
,,,,Viry Stéphane,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001858,2020
1,,,,Door Jean-Pierre,Député,,,,,LR,,,,,,,Non soutenu,au premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001860,2020
,,,,Door Jean-Pierre,Député,,,,,LR,code de la santé publique,code,,,,,Non soutenu,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001860,2020
,,,,Door Jean-Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001860,2020
,,,,Door Jean-Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001860,2020
,,,L251-1,Door Jean-Pierre,Député,,,,,LR,code de l’action sociale et des familles,code,,,,,Non soutenu,l’article L251‑1 du code de l’action sociale et des familles,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001860,2020
I order: 1,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,,Tombé,le I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001863,2020
,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,code de la sécurité sociale,code,,,,,Tombé,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001863,2020
I order: 1,1,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,1,Tombé,la première phrase du premier alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001863,2020
indirect: (relative: 0),,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,,Tombé,au même alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001863,2020
2° order: 2,1,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,Au premier alinéa du 2°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001864,2020
6° order: 6,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,au 6°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001864,2020
3° order: 3,a order: a,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,des a et b du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001864,2020
3° order: 3,b order: b,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,des a et b du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001864,2020
VI order: 6,,,,Viry Stéphane,Député,,,,,LR,,,,,,,Rejeté,Au VI,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001864,2020
1° order: 1,,,,Trastour-Isnart Laurence,Député,,,,,LR,,,,,,,Tombé,Au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001866,
I order: 1,,,,Trastour-Isnart Laurence,Député,,,,,LR,,,,,,,Tombé,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001866,
II order: 2,2,,,Trastour-Isnart Laurence,Député,,,,,LR,,,,,,1,Tombé,la première phrase du second alinéa du II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001866,
,,,575,Trastour-Isnart Laurence,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001866,
,,,575 A,Trastour-Isnart Laurence,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001866,
,,,,Bothorel Éric,Député,,,,,LaREM,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001868,2020
,,,,Bothorel Éric,Député,,,,,LaREM,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001868,2020
,,,,Bothorel Éric,Député,,,,,LaREM,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001869,2020
,,,,Bothorel Éric,Député,,,,,LaREM,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001869,2020
1° order: 1,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,Au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001871,2020
III order: 3,,,L752-3-2,Serville Gabriel,Député,,,,,GDR,code de la sécurité sociale,code,,,,,Rejeté,du III de l’article L. 752‑3‑2 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001871,2020
I order: 1,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001871,2020
,,,575,Serville Gabriel,Député,,,,,GDR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001871,2020
,,,575 A,Serville Gabriel,Député,,,,,GDR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001871,2020
,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001876,2020
II order: 2,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,,Rejeté,le II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001876,2020
III order: 3,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,,Rejeté,Le III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001876,2020
,,,,Fiat Caroline,Député,,,,,FI,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001879,2020
3° order: 3,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Non soutenu,le 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001882,2020
III order: 3,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Non soutenu,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001882,2020
3° order: 3,,,,Serville Gabriel,Député,,,,,GDR,,,,,,,Non soutenu,du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001882,2020
,,,575,Serville Gabriel,Député,,,,,GDR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001882,2020
,,,575 A,Serville Gabriel,Député,,,,,GDR,,,,,,,Non soutenu,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001882,2020
II order: 2,1,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,,Rejeté,du premier alinéa du II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001883,2020
,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001883,2020
I order: 1,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001883,2020
,,,,Viry Stéphane,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001884,2020
,,,575,Viry Stéphane,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001884,2020
,,,575 A,Viry Stéphane,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001884,2020
,,,L722-4,Grelier Jean-Carles,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,l’article L. 722-4 du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001885,2020
,,,L731-16,Grelier Jean-Carles,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,l’article L. 731-16 du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001885,2020
,,,indirect: (relative: 0),Grelier Jean-Carles,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001885,2020
,,,575,Grelier Jean-Carles,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001885,2020
,,,575 A,Grelier Jean-Carles,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001885,2020
,,,,Grelier Jean-Carles,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001886,2020
,,,,Larrivé Guillaume,Député,,,,,LR,code des communes,code,,,,,Tombé,du code des communes,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001887,2020
,,,indirect: (relative: 0),Larrivé Guillaume,Député,,,,,LR,,,,,,,Tombé,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001887,2020
,,,575,Larrivé Guillaume,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001887,2020
,,,575 A,Larrivé Guillaume,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001887,2020
3,,,,Grelier Jean-Carles,Député,,,,,LR,,,,,,,Rejeté,au troisième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001892,2020
,,,,Grelier Jean-Carles,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001893,2020
,,,,Grelier Jean-Carles,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001894,2020
,,,,Grelier Jean-Carles,Député,,,,,LR,code de la sécurité sociale,code,,,,,Adopté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001895,2020
1,,,,Grelier Jean-Carles,Député,,,,,LR,,,,,,1,Adopté,la première phrase du premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001895,2020
2,,,,Grelier Jean-Carles,Député,,,,,LR,,,,,,,Adopté,Le deuxième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001895,2020
,,,L161-31,Hetzel Patrick,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,l’article L. 161-31 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
1,,,,Hetzel Patrick,Député,,,,,LR,,,,,,,Rejeté,au premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,L115-5,Hetzel Patrick,Député,,,,,LR,,,,,,,Rejeté,l’article L. 115-5,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,L161-31,Hetzel Patrick,Député,,,,,LR,,,,,,,Rejeté,l’article L. 161-31,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,L162-4-3,Hetzel Patrick,Député,,,,,LR,,,,,,,Rejeté,l’article L. 162-4-3,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,indirect: (relative: 0),Hetzel Patrick,Député,,,,,LR,,,,,,,Rejeté,le présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,39,Hetzel Patrick,Député,,,,,LR,du 1978-01-06,loi,,,,,Rejeté,les articles 39 et 40 de la loi du 6 janvier 1978,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,40,Hetzel Patrick,Député,,,,,LR,du 1978-01-06,loi,,,,,Rejeté,les articles 39 et 40 de la loi du 6 janvier 1978,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,L115-5,Hetzel Patrick,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,l’article L. 115-5 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,L161-15-4,Hetzel Patrick,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,l’article L. 161-15-4 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,indirect: (relative: 0),Hetzel Patrick,Député,,,,,LR,,,,,,,Rejeté,au présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,L115-5,Hetzel Patrick,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,l’article L. 115-5 du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,,Hetzel Patrick,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,,Hetzel Patrick,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,575,Hetzel Patrick,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,575 A,Hetzel Patrick,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,,Hetzel Patrick,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,575,Hetzel Patrick,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,575 A,Hetzel Patrick,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001897,2020
,,,,Hetzel Patrick,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001898,2020
1,,,,Hetzel Patrick,Député,,,,,LR,,,,,,,Rejeté,le premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001899,2020
,,,,Fiat Caroline,Député,,,,,FI,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001900,2020
,,,34,Fiat Caroline,Député,,,,,FI,2019-1446 du 2019-12-24,loi,,,,,Rejeté,l'article 34 de la loi n° 2019-1446 du 24 décembre 2019,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001900,2020
I order: 1,a order: a,7,,Cattelot Anne-Laure,Député,,,,,LaREM,,,,,,,Retiré,du septième alinéa du a du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001901,2020
,,,,Cattelot Anne-Laure,Député,,,,,LaREM,code général des impôts,code,,,,,Retiré,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001901,2020
,,,575,Cattelot Anne-Laure,Député,,,,,LaREM,code général des impôts,code,,,,,Retiré,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001901,2020
,,,575 A,Cattelot Anne-Laure,Député,,,,,LaREM,code général des impôts,code,,,,,Retiré,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001901,2020
,,,,Quatennens Adrien,Député,,,,,FI,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001902,2020
,,,41,Quatennens Adrien,Député,,,,,FI,98-1194 du 1998-12-23,loi,,,,,Rejeté,l'article 41 de la loi n°98-1194 du 23 décembre 1998,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N001902,2020
